Symbol,Company,Market,Industry,Sector,Auditor,Auditor_Original,Audit_fee,Audit_fee(Sub),Other_fee,Other_fee(Sub),Totat_audit_fee,Totat_other_fee,รวมสินทรัพย์,รายได้จากการดำเนินงาน
NTSC,บริษัท นิวทรีชั่น เอสซี จำกัด (มหาชน),mai,เกษตรและอุตสาหกรรมอาหาร,-,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,"2,070,000.00",,0,"28,000.00","2,070,000.00","28,000.00","1,380,000,000.00","1,210,000,000.00"
NTV,บริษัท โรงพยาบาลนนทเวช จำกัด (มหาชน),SET,บริการ,การแพทย์,DR.VIRACH AND ASSOCIATES,บริษัท สำนักงาน ดร. วิรัช แอนด์ แอสโซซิเอทส์ จำกัด,"1,200,000.00",,,,,,"3,170,000,000.00","2,370,000,000.00"
NUT,บริษัท นูทริชั่น โปรเฟส จำกัด (มหาชน),mai,สินค้าอุปโภคบริโภค,-,"ANS AUDIT CO., LTD.",บริษัท เอเอ็นเอส ออดิท จำกัด,1650000,,,,1650000,,"690,000,000.00","1,030,000,000.00"
NV,บริษัท โนวา ออร์แกนิค จำกัด (มหาชน),SET,สินค้าอุปโภคบริโภค,ของใช้ส่วนตัวและเวชภัณฑ์,SIAM TRUTH AUDIT COMPANY LIMITED,บริษัท สยาม ทรูธ สอบบัญชี จำกัด,1700000,,,,1700000,,"1,220,000,000.00","594,000,000.00"
NVD,บริษัท เนอวานา ดีเวลลอปเม้นท์ จำกัด (มหาชน),SET,อสังหาริมทรัพย์และก่อสร้าง,พัฒนาอสังหาริมทรัพย์,PKF AUDIT (THAILAND) LIMITED,บริษัท พีเคเอฟ ออดิท (ประเทศไทย) จำกัด,"1,800,000",,,,"3,570,000",,"15,000,000,000.00","1,600,000,000.00"
NWR,บริษัทเนาวรัตน์พัฒนาการ จำกัด (มหาชน),SET,อสังหาริมทรัพย์และก่อสร้าง,บริการรับเหมาก่อสร้าง,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,"4,560,000.00",,"10,550,000.00",,"4,560,000.00","10,550,000.00","12,700,000,000.00","8,200,000,000.00"
NYT,บริษัท นามยง เทอร์มินัล จำกัด (มหาชน),SET,บริการ,ขนส่งและโลจิสติกส์,EY OFFICE LIMITED,N/A,,,,,,,"7,000,000,000.00","1,760,000,000.00"
OCC,บริษัท โอ ซี ซี จำกัด (มหาชน),SET,สินค้าอุปโภคบริโภค,ของใช้ส่วนตัวและเวชภัณฑ์,"D I A INTERNATIONAL AUDIT CO.,LTD.",บริษัท สอบบัญชี ดี ไอ เอ อินเตอร์เนชั่นแนล จำกัด,"1,200,000",,,,"1,200,000",0,"1,220,000,000.00","864,000,000.00"
OGC,บริษัท โอเชียนกลาส จำกัด (มหาชน),SET,สินค้าอุปโภคบริโภค,ของใช้ในครัวเรือนและสำนักงาน,"DHARMNITI AUDITING CO., LTD.",บริษัท สอบบัญชีธรรมนิติ จำกัด,"1,285,000","169,000",,"790,400","1,454,000","790,400","3,880,000,000.00","1,700,000,000.00"
OHTL,บริษัท โอเอชทีแอล จำกัด (มหาชน),SET,บริการ,การท่องเที่ยวและสันทนาการ,PRICEWATERHOUSE COOPERS ABAS LIMITED,บริษัท ไพร้ซวอเตอร์เฮาส์คูเปอร์ส เอบีเอเอส จำกัด,"1,845,000",,"38,000",,"1,845,000","38,000","6,050,000,000.00","2,520,000,000.00"
OKJ,บริษัท ปลูกผักเพราะรักแม่ จำกัด (มหาชน),SET,เกษตรและอุตสาหกรรมอาหาร,อาหารและเครื่องดื่ม,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,"2,200,000.00",,,,"2,200,000.00",0,"2,450,000,000.00","2,730,000,000.00"
ONEE,บริษัท เดอะ วัน เอ็นเตอร์ไพรส์ จำกัด (มหาชน),SET,บริการ,สื่อและสิ่งพิมพ์,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,"1,350,000","4,787,500",0,0,"6,137,500",0,"9,980,000,000.00","7,270,000,000.00"
ONSENS,บริษัท ออนเซ็น รีทรีต แอนด์ สปา กรุ๊ป จำกัด (มหาชน),SET,บริการ,การท่องเที่ยวและสันทนาการ,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,"2,000,000.00",0,0,0,"2,000,000.00",0,"996,000,000.00","273,000,000.00"
OR,บริษัท ปตท. น้ำมันและการค้าปลีก จำกัด (มหาชน),SET,ทรัพยากร,พลังงานและสาธารณูปโภค,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด และสำนักงานสอบบัญชีอื่น,"8,560,490.00","3,877,324.00","24,146,324.00",,"12,437,814.00","24,146,324.00","198,000,000,000.00","659,000,000,000.00"
ORI,บริษัท ออริจิ้น พร็อพเพอร์ตี้ จำกัด (มหาชน),SET,อสังหาริมทรัพย์และก่อสร้าง,พัฒนาอสังหาริมทรัพย์,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,"25,770,000.00",,,,"25,770,000.00",0,"63,700,000,000.00","8,050,000,000.00"
ORN,บริษัท อรสิริน โฮลดิ้ง จํากัด (มหาชน),SET,อสังหาริมทรัพย์และก่อสร้าง,พัฒนาอสังหาริมทรัพย์,"D I A INTERNATIONAL AUDIT CO.,LTD.",บริษัท สอบบัญชี ดี ไอ เอ อินเตอร์เนชั่นแนล จำกัด,"3,620,000.00",,,,"3,620,000.00",0,"5,930,000,000.00","2,110,000,000.00"
OSP,บริษัท โอสถสภา จำกัด (มหาชน),SET,เกษตรและอุตสาหกรรมอาหาร,อาหารและเครื่องดื่ม,KPMG PHOOMCHAI AUDIT LIMITED,บริษัท เคพีเอ็มจี ภูมิไชย สอบบัญชี จำกัด,"4,300,000.00","6,968,320.00","1,895,003.00","1,910,400.00","11,268,320.00","3,805,403.00","24,600,000,000.00","25,600,000,000.00"
PACO,บริษัท เพรสซิเด้นท์ ออโตโมบิล อินดัสทรีส์ จำกัด (มหาชน),mai,สินค้าอุตสาหกรรม,-,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,"2,650,000.00",,,,"2,650,000.00",0,"1,170,000,000.00","961,000,000.00"
PAF,บริษัท แพนเอเซียฟุตแวร์ จำกัด (มหาชน),SET,สินค้าอุปโภคบริโภค,แฟชั่น,DR.VIRACH AND ASSOCIATES,N/A,,,,,,,"1,100,000,000.00","2,170,000,000.00"
PANEL,บริษัท เพเนเล่ส์มาติก โซลูชั่นส์ จำกัด (มหาชน),mai,อสังหาริมทรัพย์และก่อสร้าง,-,KARIN AUDIT COMPANY LIMITED,บริษัท กรินทร์ ออดิท จำกัด,"1,060,000.00",,0,,"1,060,000.00",0,"327,000,000.00","147,000,000.00"
PAP,บริษัท แปซิฟิกไพพ์ จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,เหล็ก และ ผลิตภัณฑ์โลหะ,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,"1,700,000",,,,"1,700,000",,"3,880,000,000.00","7,210,000,000.00"
PATO,บริษัท พาโตเคมีอุตสาหกรรม จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,ปิโตรเคมีและเคมีภัณฑ์,"AST MASTER CO., LTD.",N/A,,,,,,,"542,000,000.00","484,000,000.00"
PB,บริษัท เพรซิเดนท์ เบเกอรี่ จำกัด (มหาชน),SET,เกษตรและอุตสาหกรรมอาหาร,อาหารและเครื่องดื่ม,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,"1,320,000","130,000","220,000",,"1,450,000","220,000","14,100,000,000.00","7,040,000,000.00"
PCC,บริษัท พรีไซซ คอร์ปอเรชั่น จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,วัสดุอุตสาหกรรมและเครื่องจักร,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,"1,370,000","3,945,668",,"4,054,668.37","5,315,668","4,054,668.37","5,470,000,000.00","4,070,000,000.00"
PCE,บริษัท เพชรศรีวิชัย เอ็นเตอร์ไพรส์ จำกัด (มหาชน),SET,เกษตรและอุตสาหกรรมอาหาร,ธุรกิจการเกษตร,EY OFFICE LIMITED,N/A,,,,,,,"5,930,000,000.00","30,300,000,000.00"
PCSGH,บริษัท พี.ซี.เอส.แมชีน กรุ๊ปโฮลดิ้ง จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,ยานยนต์,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,"3,200,000.00",,"100,000.00","200,000.00","3,200,000.00","300,000.00","5,780,000,000.00","2,970,000,000.00"
PDG,บริษัท พรอดดิจิ จำกัด (มหาชน),mai,สินค้าอุตสาหกรรม,-,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,"1,240,000",,,,"1,240,000",0,"744,000,000.00","634,000,000.00"
PDJ,บริษัท แพรนด้า จิวเวลรี่ จำกัด (มหาชน),SET,สินค้าอุปโภคบริโภค,แฟชั่น,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,"3,650,000.00","1,130,000.00",,,"4,780,000.00",,"3,510,000,000.00","2,840,000,000.00"
PEACE,บริษัท พีซแอนด์ลีฟวิ่ง จำกัด (มหาชน),SET,อสังหาริมทรัพย์และก่อสร้าง,พัฒนาอสังหาริมทรัพย์,EY OFFICE LIMITED,N/A,,,,,,,"3,790,000,000.00","906,000,000.00"
PEER,บริษัท เพียร์ ฟอร์ ยู จำกัด (มหาชน),mai,บริการ,-,"DHARMNITI AUDITING CO., LTD.",บริษัท สอบบัญชีธรรมนิติ จำกัด,"2,860,000.00","1,120,000.00","480,000.00",,"3,980,000.00","480,000.00","902,000,000.00","445,000,000.00"
PERM,บริษัท เพิ่มสินสตีลเวิคส์ จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,เหล็ก และ ผลิตภัณฑ์โลหะ,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,"2,275,000","3,050,000",0,0,"5,325,000",0,"3,920,000,000.00","3,330,000,000.00"
PF,บริษัท พร็อพเพอร์ตี้ เพอร์เฟค จำกัด (มหาชน),SET,อสังหาริมทรัพย์และก่อสร้าง,พัฒนาอสังหาริมทรัพย์,EY OFFICE LIMITED,N/A,,,,,,,"42,200,000,000.00","4,750,000,000.00"
PG,บริษัท ประชาอาภรณ์ จำกัด (มหาชน),SET,สินค้าอุปโภคบริโภค,แฟชั่น,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,"1,500,000",,,,"1,500,000",,"1,510,000,000.00","605,000,000.00"
PHG,บริษัท แพทย์รังสิตเฮลท์แคร์กรุ๊ป จำกัด (มหาชน),SET,บริการ,การแพทย์,"DHARMNITI AUDITING CO., LTD.",บริษัท สอบบัญชีธรรมนิติ จำกัด,"2,090,000.00",,0,,"2,090,000.00",0,"2,600,000,000.00","2,510,000,000.00"
PHOL,บริษัท ผลธัญญะ จำกัด (มหาชน),mai,สินค้าอุตสาหกรรม,-,"DHARMNITI AUDITING CO., LTD.",บริษัท สอบบัญชีธรรมนิติ จำกัด,"1,000,000.00","400,000.00",0,0,"1,400,000.00",0,"669,000,000.00","1,020,000,000.00"
PICO,บริษัท ปิโก (ไทยแลนด์) จำกัด (มหาชน),mai,บริการ,-,"D I A INTERNATIONAL AUDIT CO.,LTD.",บริษัท สอบบัญชี ดี ไอ เอ อินเตอร์เนชั่นแนล จำกัด,"1,860,000.00",,,,"1,860,000.00",0,"852,000,000.00","1,280,000,000.00"
PIMO,บริษัท ไพโอเนียร์ มอเตอร์ จำกัด (มหาชน),mai,สินค้าอุตสาหกรรม,-,"AST MASTER CO., LTD.",บริษัท เอเอสที มาสเตอร์ จำกัด,"1,205,000.00",0,0,0,"1,205,000.00",0,"1,350,000,000.00","1,010,000,000.00"
PIN,บริษัท ปิ่นทอง อินดัสเตรียล ปาร์ค จำกัด (มหาชน),SET,อสังหาริมทรัพย์และก่อสร้าง,พัฒนาอสังหาริมทรัพย์,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,"2,700,000.00",,,,"2,700,000.00",0,"8,370,000,000.00","1,290,000,000.00"
PIS,บริษัท โปร อินไซด์ จำกัด (มหาชน),mai,เทคโนโลยี,-,PRICEWATERHOUSE COOPERS ABAS LIMITED,บริษัท ไพร้ซวอเตอร์เฮาส์คูเปอร์ส เอบีเอเอส จำกัด,"2,350,000.00",,0,,"2,350,000.00",0,"3,320,000,000.00","3,130,000,000.00"
PJW,บริษัท ปัญจวัฒนาพลาสติก จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,บรรจุภัณฑ์,"DHARMNITI AUDITING CO., LTD.",บริษัท สอบบัญชีธรรมนิติ จำกัด,,,,,"2,550,000",,"3,690,000,000.00","3,780,000,000.00"
PK,บริษัท พัฒน์กล จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,วัสดุอุตสาหกรรมและเครื่องจักร,KPMG PHOOMCHAI AUDIT LIMITED,N/A,,,,,,,"2,790,000,000.00","1,740,000,000.00"
PL,บริษัท ภัทรลิสซิ่ง จำกัด (มหาชน),SET,ธุรกิจการเงิน,เงินทุนและหลักทรัพย์,KPMG PHOOMCHAI AUDIT LIMITED,บริษัท เคพีเอ็มจี ภูมิไชย สอบบัญชี จำกัด,"2,370,000.00",,,,"2,370,000.00",0,"11,800,000,000.00","2,630,000,000.00"
PLANB,บริษัท แพลน บี มีเดีย จำกัด (มหาชน),SET,บริการ,สื่อและสิ่งพิมพ์,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,"3,100,000","7,700,000",0,0,"10,800,000",0,"19,500,000,000.00","9,530,000,000.00"
PLANET,บริษัท แพลนเน็ต คอมมิวนิเคชั่น เอเชีย จำกัด (มหาชน),mai,เทคโนโลยี,-,"SAMNAK-NGAN A.M.C. CO., LTD.",บริษัท สำนักงาน เอ เอ็ม ซี จำกัด,"1,680,000","980,000",,,"2,660,000",0,"1,380,000,000.00","506,000,000.00"
PLAT,บริษัท เดอะ แพลทินัม กรุ๊ป จำกัด (มหาชน),SET,อสังหาริมทรัพย์และก่อสร้าง,พัฒนาอสังหาริมทรัพย์,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,"2,700,000.00","1,300,000.00","1,450,000.00",,"4,000,000.00","1,450,000.00","13,800,000,000.00","2,680,000,000.00"
PLE,บริษัท เพาเวอร์ไลน์ เอ็นจิเนียริ่ง จำกัด (มหาชน),SET,อสังหาริมทรัพย์และก่อสร้าง,บริการรับเหมาก่อสร้าง,SP AUDIT COMPANY LIMITED,บริษัท เอส พี ออดิท จำกัด,"2,800,000","800,000",,,"3,600,000",,"13,600,000,000.00","5,010,000,000.00"
PLT,บริษัท พีลาทัส มารีน จำกัด (มหาชน),mai,บริการ,-,"D I A INTERNATIONAL AUDIT CO.,LTD.",N/A,,,,,,,"1,670,000,000.00","1,070,000,000.00"
PLUS,บริษัท โรแยล พลัส จำกัด (มหาชน),SET,เกษตรและอุตสาหกรรมอาหาร,อาหารและเครื่องดื่ม,KPMG PHOOMCHAI AUDIT LIMITED,บริษัท เคพีเอ็มจี ภูมิไชย สอบบัญชี จำกัด,"2,400,000.00",,"100,000.00",,"2,400,000.00","100,000.00","1,820,000,000.00","1,310,000,000.00"
PM,บริษัท พรีเมียร์ มาร์เก็ตติ้ง จำกัด (มหาชน),SET,เกษตรและอุตสาหกรรมอาหาร,อาหารและเครื่องดื่ม,EY OFFICE LIMITED,บริษัท ดีลอยท์ ทู้ช โธมัทสุ ไชยยศ สอบบัญชี จำกัด,"3,450,000.00","1,655,000.00",0,0,"5,105,000.00",0,"3,310,000,000.00","5,910,000,000.00"
PMC,บริษัท พีเอ็มซี เลเบิล แมททีเรียลส์ จำกัด (มหาชน),mai,สินค้าอุตสาหกรรม,-,KPMG PHOOMCHAI AUDIT LIMITED,บริษัท เคพีเอ็มจี ภูมิไชย สอบบัญชี จำกัด,"1,530,000.00",,,,"1,530,000.00",0,"1,030,000,000.00","818,000,000.00"
PMTA,บริษัท พีเอ็ม โทรีเซน เอเชีย โฮลดิ้งส์ จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,ปิโตรเคมีและเคมีภัณฑ์,KPMG PHOOMCHAI AUDIT LIMITED,N/A,,,,,,,"2,650,000,000.00","3,690,000,000.00"
POLY,บริษัท โพลีเน็ต จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,ยานยนต์,"DHARMNITI AUDITING CO., LTD.",บริษัท สอบบัญชีธรรมนิติ จำกัด,,,,,"1,500,000.00",0,"1,520,000,000.00","1,200,000,000.00"
POPF,กองทุนรวมสิทธิการเช่าอสังหาริมทรัพย์ไพร์มออฟฟิศ,SET,อสังหาริมทรัพย์และก่อสร้าง,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,,บริษัท เคพีเอ็มจี ภูมิไชย สอบบัญชี จำกัด,"495,000",,,,"495,000",,,
PORT,บริษัท สหไทย เทอร์มินอล จำกัด (มหาชน),SET,บริการ,ขนส่งและโลจิสติกส์,"GRANT THORNTON CO., LTD.",N/A,,,,,,,"3,080,000,000.00","1,470,000,000.00"
PPM,บริษัท พรพรหมเม็ททอล จำกัด (มหาชน),mai,สินค้าอุตสาหกรรม,-,"DHARMNITI AUDITING CO., LTD.",N/A,,,,,,,"2,250,000,000.00","2,110,000,000.00"
PPP,บริษัท พรีเมียร์ โพรดักส์ จำกัด (มหาชน),SET,อสังหาริมทรัพย์และก่อสร้าง,วัสดุก่อสร้าง,"DELOITTE TOUCHE TOHMATSU JAIYOS AUDIT CO., LTD.",บริษัท ดีลอยท์ ทู้ช โธมัทสุ ไชยยศ สอบบัญชี จำกัด,"1,860,000.00","560,000.00",0,0,"2,420,000.00",0,"1,310,000,000.00","832,000,000.00"
PPPM,บริษัท พีพี ไพร์ม จำกัด (มหาชน),SET,เกษตรและอุตสาหกรรมอาหาร,ธุรกิจการเกษตร,PRICEWATERHOUSE COOPERS ABAS LIMITED,บริษัท ไพร้ซวอเตอร์เฮาส์คูเปอร์ส เอบีเอเอส จำกัด,"2,250,000.00","750,000.00",,"200,000.00","3,000,000.00","200,000.00","801,000,000.00","580,000,000.00"
PPS,บริษัท โปรเจค แพลนนิ่ง เซอร์วิส จำกัด (มหาชน),mai,อสังหาริมทรัพย์และก่อสร้าง,-,KARIN AUDIT COMPANY LIMITED,บริษัท กรินทร์ ออดิท จำกัด,"1,245,000","525,000",0,0,"1,770,000",0,"612,000,000.00","350,000,000.00"
PQS,บริษัท พรีเมียร์ควอลิตี้สตาร์ช จำกัด (มหาชน),SET,เกษตรและอุตสาหกรรมอาหาร,อาหารและเครื่องดื่ม,"DHARMNITI AUDITING CO., LTD.",บริษัท สอบบัญชีธรรมนิติ จำกัด,"1,470,000","1,140,000","80,000","160,000","2,610,000","240,000","2,810,000,000.00","1,950,000,000.00"
PR9,บริษัท โรงพยาบาลพระรามเก้า จำกัด (มหาชน),SET,บริการ,การแพทย์,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,2000000,,150000,,2000000,150000,"7,030,000,000.00","5,280,000,000.00"
PRAKIT,บริษัท ประกิต โฮลดิ้งส์ จำกัด (มหาชน),SET,บริการ,สื่อและสิ่งพิมพ์,"BUNCHIKIJ CO., LTD.",บริษัท บัญชีกิจ จำกัด,,,0,0,"1,637,000",0,"1,070,000,000.00","424,000,000.00"
PRAPAT,บริษัท พีรพัฒน์ เทคโนโลยี จำกัด (มหาชน),mai,สินค้าอุตสาหกรรม,-,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,"4,130,000.00",,,,"4,130,000.00",0,"1,420,000,000.00","1,130,000,000.00"
PREB,บริษัท พรีบิลท์ จำกัด (มหาชน),SET,อสังหาริมทรัพย์และก่อสร้าง,บริการรับเหมาก่อสร้าง,"D I A INTERNATIONAL AUDIT CO.,LTD.",N/A,,,,,,,"6,560,000,000.00","5,330,000,000.00"
PRECHA,บริษัท ปรีชากรุ๊ป จำกัด (มหาชน),SET,อสังหาริมทรัพย์และก่อสร้าง,พัฒนาอสังหาริมทรัพย์,PV AUDIT COMPANY LIMITED,บริษัท พีวี ออดิท จำกัด,"770,000.00",,,,"770,000.00",0,"514,000,000.00","32,946,993.00"
PRG,บริษัท พี อาร์ จี คอร์ปอเรชั่น จำกัด (มหาชน),SET,เกษตรและอุตสาหกรรมอาหาร,อาหารและเครื่องดื่ม,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,"2,360,000.00",,,,"2,360,000.00",0,"11,700,000,000.00","2,680,000,000.00"
PRI,บริษัท พรีโม เซอร์วิส โซลูชั่น จำกัด (มหาชน),mai,อสังหาริมทรัพย์และก่อสร้าง,-,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด และคณะ,"1,500,000.00","3,962,000.00",,,"5,462,000.00",0,"2,210,000,000.00","1,840,000,000.00"
PRIME,บริษัท ไพร์ม โรด เพาเวอร์ จำกัด (มหาชน),SET,ทรัพยากร,พลังงานและสาธารณูปโภค,KPMG PHOOMCHAI AUDIT LIMITED,บริษัท เคพีเอ็มจี ภูมิไชย สอบบัญชี จำกัด,"1,900,000","12,983,709","602,490",,"14,883,709","602,490","6,780,000,000.00","724,000,000.00"
PRIN,บริษัท ปริญสิริ จำกัด (มหาชน),SET,อสังหาริมทรัพย์และก่อสร้าง,พัฒนาอสังหาริมทรัพย์,"D I A INTERNATIONAL AUDIT CO.,LTD.",บริษัท สอบบัญชี ดี ไอ เอ อินเตอร์เนชั่นแนล จำกัด,3885000,,,,3885000,,"12,100,000,000.00","1,670,000,000.00"
PRINC,บริษัท พริ้นซิเพิล แคปิตอล จำกัด (มหาชน),SET,บริการ,การแพทย์,PRICEWATERHOUSE COOPERS ABAS LIMITED,บริษัท ไพร้ซวอเตอร์เฮาส์คูเปอร์ส เอบีเอเอส จำกัด,"14,222,100.00",,"773,092.12",,"14,222,100.00","773,092.12","15,300,000,000.00","6,060,000,000.00"
PRM,บริษัท พริมา มารีน จำกัด (มหาชน),SET,บริการ,ขนส่งและโลจิสติกส์,KPMG PHOOMCHAI AUDIT LIMITED,บริษัท เคพีเอ็มจี ภูมิไชย สอบบัญชี จำกัด,2300000,8156514.47,414365.7,954011.5,10456514.47,1368377.2,"22,700,000,000.00","8,750,000,000.00"
PROEN,บริษัท โปรเอ็น คอร์ป จำกัด (มหาชน),mai,เทคโนโลยี,-,"DELOITTE TOUCHE TOHMATSU JAIYOS AUDIT CO., LTD.",N/A,,,,,,,"1,260,000,000.00","567,000,000.00"
PROS,บริษัท พรอสเพอร์ เอ็นจิเนียริ่ง จำกัด (มหาชน),mai,อสังหาริมทรัพย์และก่อสร้าง,-,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,1570000,620000,21864,,2190000,21864,"694,000,000.00","830,000,000.00"
PROSPECT,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่าอสังหาริมทรัพย์ พรอสเพค โลจิสติกส์และอินดัสเทรียล,SET,อสังหาริมทรัพย์และก่อสร้าง,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,,บริษัท เคพีเอ็มจี ภูมิไชย สอบบัญชี จำกัด,"1,500,000",,,,"1,500,000",,"10,100,000,000.00","842,000,000.00"
PROUD,บริษัท พราว เรียล เอสเตท จำกัด (มหาชน),SET,อสังหาริมทรัพย์และก่อสร้าง,พัฒนาอสังหาริมทรัพย์,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,"1,500,000.00","2,300,000.00",0,0,"3,800,000.00",0,"7,490,000,000.00","6,370,000,000.00"
PRTR,บริษัท พีอาร์ทีอาร์ กรุ๊ป จำกัด (มหาชน),SET,บริการ,บริการเฉพาะกิจ,"DELOITTE TOUCHE TOHMATSU JAIYOS AUDIT CO., LTD.",บริษัท ดีลอยท์ ทู้ช โธมัทสุ ไชยยศ สอบบัญชี จำกัด,2430000,150000,104673,,2580000,104673,"2,420,000,000.00","7,600,000,000.00"
PSGC,บริษัท พีเอสจี คอร์ปอเรชั่น จำกัด (มหาชน),mai,อสังหาริมทรัพย์และก่อสร้าง,-,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,4050000,381120,,,4431120,,"5,530,000,000.00","2,660,000,000.00"
PSH,บริษัท พฤกษา โฮลดิ้ง จำกัด (มหาชน),SET,อสังหาริมทรัพย์และก่อสร้าง,พัฒนาอสังหาริมทรัพย์,KPMG PHOOMCHAI AUDIT LIMITED,N/A,,,,,,,"61,800,000,000.00","14,100,000,000.00"
PSL,บริษัท พรีเชียส ชิพปิ้ง จำกัด (มหาชน),SET,บริการ,ขนส่งและโลจิสติกส์,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด และสำนักงานอื่น,2190000,10020000,100000,1970000,12210000,2070000,"25,800,000,000.00","5,250,000,000.00"
PSP,บริษัท พี.เอส.พี.สเปเชียลตี้ส์ จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,วัสดุอุตสาหกรรมและเครื่องจักร,PRICEWATERHOUSE COOPERS ABAS LIMITED,N/A,,,,,,,"7,650,000,000.00","12,700,000,000.00"
PSTC,บริษัท เพาเวอร์ โซลูชั่น เทคโนโลยี จำกัด (มหาชน),mai,ทรัพยากร,-,KARIN AUDIT COMPANY LIMITED,บริษัท กรินทร์ ออดิท จำกัด,"3,128,000.00",,0,,"3,128,000.00",0,"3,820,000,000.00","1,520,000,000.00"
PT,บริษัท พรีเมียร์ เทคโนโลยี จำกัด (มหาชน),SET,เทคโนโลยี,เทคโนโลยีสารสนเทศและการสื่อสาร,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,"620,000.00",,,,"620,000.00",0,"2,490,000,000.00","3,480,000,000.00"
PTC,บริษัท พรีเมียร์ แทงค์ คอร์ปอเรชั่น จำกัด (มหาชน),mai,ทรัพยากร,-,"D I A INTERNATIONAL AUDIT CO.,LTD.",บริษัท สอบบัญชี ดี ไอ เอ อินเตอร์เนชั่นแนล จำกัด,1005000,,,,1005000,,"905,000,000.00","78,056,209.00"
PTECH,บริษัท พลัส เทค อินโนเวชั่น จำกัด (มหาชน),SET,บริการ,สื่อและสิ่งพิมพ์,KPMG PHOOMCHAI AUDIT LIMITED,บริษัท เคพีเอ็มจี ภูมิไชย สอบบัญชี จำกัด,"2,200,000.00",,0,0,"2,200,000.00",0,"506,000,000.00","220,000,000.00"
PTG,บริษัท พีทีจี เอ็นเนอยี จำกัด (มหาชน),SET,ทรัพยากร,พลังงานและสาธารณูปโภค,PRICEWATERHOUSE COOPERS ABAS LIMITED,บริษัท ไพร้ซวอเตอร์เฮาส์คูเปอร์ส เอบีเอเอส จำกัด,7438000,,,,7438000,,"56,700,000,000.00","224,000,000,000.00"
PTL,บริษัท โพลีเพล็กซ์ (ประเทศไทย) จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,บรรจุภัณฑ์,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,"4,285,000.00",,"550,000.00",,"4,285,000.00","550,000.00","26,000,000,000.00","22,300,000,000.00"
PTT,บริษัท ปตท. จำกัด (มหาชน),SET,ทรัพยากร,พลังงานและสาธารณูปโภค,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,"348,281,551.00",,"201,617,478.00",,"348,281,551.00","201,617,478.00","3,270,000,000,000.00","2,660,000,000,000.00"
